Year,Indicator,Value
1990,Households and NPISHs Final consumption expenditure (annual % growth),5.22062900275778
1991,Households and NPISHs Final consumption expenditure (annual % growth),2.49883225584017
1992,Households and NPISHs Final consumption expenditure (annual % growth),3.2367315390856
1993,Households and NPISHs Final consumption expenditure (annual % growth),2.52801908633673
1994,Households and NPISHs Final consumption expenditure (annual % growth),2.91499436870555
1995,Households and NPISHs Final consumption expenditure (annual % growth),2.98563941447543
1996,Households and NPISHs Final consumption expenditure (annual % growth),3.82032999049169
1997,Households and NPISHs Final consumption expenditure (annual % growth),4.33288544179959
1998,Households and NPISHs Final consumption expenditure (annual % growth),5.29229026203588
1999,Households and NPISHs Final consumption expenditure (annual % growth),4.02826376316838
2000,Households and NPISHs Final consumption expenditure (annual % growth),5.1971034622286
2001,Households and NPISHs Final consumption expenditure (annual % growth),3.94228444566581
2002,Households and NPISHs Final consumption expenditure (annual % growth),5.0999819767227
2003,Households and NPISHs Final consumption expenditure (annual % growth),5.37956036447812
2004,Households and NPISHs Final consumption expenditure (annual % growth),5.9043923050591
2005,Households and NPISHs Final consumption expenditure (annual % growth),4.44446756672711
2006,Households and NPISHs Final consumption expenditure (annual % growth),4.18240538515133
2007,Households and NPISHs Final consumption expenditure (annual % growth),4.80943140103017
2008,Households and NPISHs Final consumption expenditure (annual % growth),3.85261339981233
2009,Households and NPISHs Final consumption expenditure (annual % growth),2.53144892512296
2010,Households and NPISHs Final consumption expenditure (annual % growth),3.58979951143765
2011,Households and NPISHs Final consumption expenditure (annual % growth),5.55213421827969
2012,Households and NPISHs Final consumption expenditure (annual % growth),6.79897025840299
2013,Households and NPISHs Final consumption expenditure (annual % growth),5.81900321327258
2014,Households and NPISHs Final consumption expenditure (annual % growth),5.78445518217687
2015,Households and NPISHs Final consumption expenditure (annual % growth),6.44457248501706
2016,Households and NPISHs Final consumption expenditure (annual % growth),7.14960846141666
2017,Households and NPISHs Final consumption expenditure (annual % growth),5.95736650147924
2018,Households and NPISHs Final consumption expenditure (annual % growth),5.7652163744645
2019,Households and NPISHs Final consumption expenditure (annual % growth),5.86691454561243
2020,Households and NPISHs Final consumption expenditure (annual % growth),-7.95652927693801
2021,Households and NPISHs Final consumption expenditure (annual % growth),4.21148693171874
2022,Households and NPISHs Final consumption expenditure (annual % growth),8.2885279450098
2023,Households and NPISHs Final consumption expenditure (annual % growth),5.53763778262835
2024,Households and NPISHs Final consumption expenditure (annual % growth),4.85735173573572
1960,Households and NPISHs Final consumption expenditure (constant 2015 US$),22381594503.2627
1961,Households and NPISHs Final consumption expenditure (constant 2015 US$),23478437941.2999
1962,Households and NPISHs Final consumption expenditure (constant 2015 US$),24816716692.0677
1963,Households and NPISHs Final consumption expenditure (constant 2015 US$),26305591326.9061
1964,Households and NPISHs Final consumption expenditure (constant 2015 US$),27357792759.2412
1965,Households and NPISHs Final consumption expenditure (constant 2015 US$),28698049594.6482
1966,Households and NPISHs Final consumption expenditure (constant 2015 US$),30161355004.3922
1967,Households and NPISHs Final consumption expenditure (constant 2015 US$),31682441057.226
1968,Households and NPISHs Final consumption expenditure (constant 2015 US$),33150549750.225
1969,Households and NPISHs Final consumption expenditure (constant 2015 US$),34465094721.7178
1970,Households and NPISHs Final consumption expenditure (constant 2015 US$),35487063380.2223
1971,Households and NPISHs Final consumption expenditure (constant 2015 US$),36687035977.0306
1972,Households and NPISHs Final consumption expenditure (constant 2015 US$),37897462771.585
1973,Households and NPISHs Final consumption expenditure (constant 2015 US$),40079706319.0355
1974,Households and NPISHs Final consumption expenditure (constant 2015 US$),42038314755.3744
1975,Households and NPISHs Final consumption expenditure (constant 2015 US$),44055692752.3365
1976,Households and NPISHs Final consumption expenditure (constant 2015 US$),46257855789.8222
1977,Households and NPISHs Final consumption expenditure (constant 2015 US$),48697639957.471
1978,Households and NPISHs Final consumption expenditure (constant 2015 US$),51236315204.1916
1979,Households and NPISHs Final consumption expenditure (constant 2015 US$),53720882909.3866
1980,Households and NPISHs Final consumption expenditure (constant 2015 US$),56142442861.5489
1981,Households and NPISHs Final consumption expenditure (constant 2015 US$),57633437777.0558
1982,Households and NPISHs Final consumption expenditure (constant 2015 US$),59651204125.1613
1983,Households and NPISHs Final consumption expenditure (constant 2015 US$),60203934681.7506
1984,Households and NPISHs Final consumption expenditure (constant 2015 US$),60948492876.8646
1985,Households and NPISHs Final consumption expenditure (constant 2015 US$),60615541868.0639
1986,Households and NPISHs Final consumption expenditure (constant 2015 US$),62499126173.7539
1987,Households and NPISHs Final consumption expenditure (constant 2015 US$),64663027276.7134
1988,Households and NPISHs Final consumption expenditure (constant 2015 US$),68281382759.8231
1989,Households and NPISHs Final consumption expenditure (constant 2015 US$),71390756467.5089
1990,Households and NPISHs Final consumption expenditure (constant 2015 US$),75117803004.9398
1991,Households and NPISHs Final consumption expenditure (constant 2015 US$),76994870896.3058
1992,Households and NPISHs Final consumption expenditure (constant 2015 US$),79486988166.0847
1993,Households and NPISHs Final consumption expenditure (constant 2015 US$),81496434398.0776
1994,Households and NPISHs Final consumption expenditure (constant 2015 US$),83872050871.4773
1995,Households and NPISHs Final consumption expenditure (constant 2015 US$),86376167880.0251
1996,Households and NPISHs Final consumption expenditure (constant 2015 US$),89676022526.1831
1997,Households and NPISHs Final consumption expenditure (constant 2015 US$),93561581851.005
1998,Households and NPISHs Final consumption expenditure (constant 2015 US$),98513132336.3125
1999,Households and NPISHs Final consumption expenditure (constant 2015 US$),102481501148.178
2000,Households and NPISHs Final consumption expenditure (constant 2015 US$),107807570792.494
2001,Households and NPISHs Final consumption expenditure (constant 2015 US$),112057651887.097
2002,Households and NPISHs Final consumption expenditure (constant 2015 US$),117772571936.877
2003,Households and NPISHs Final consumption expenditure (constant 2015 US$),124108218537.02
2004,Households and NPISHs Final consumption expenditure (constant 2015 US$),131436054642.266
2005,Households and NPISHs Final consumption expenditure (constant 2015 US$),137277687461.827
2006,Households and NPISHs Final consumption expenditure (constant 2015 US$),143019196854.842
2007,Households and NPISHs Final consumption expenditure (constant 2015 US$),149897607017.88
2008,Households and NPISHs Final consumption expenditure (constant 2015 US$),155672582311.848
2009,Households and NPISHs Final consumption expenditure (constant 2015 US$),159613354223.493
2010,Households and NPISHs Final consumption expenditure (constant 2015 US$),165343153633.597
2011,Households and NPISHs Final consumption expenditure (constant 2015 US$),174523227444.071
2012,Households and NPISHs Final consumption expenditure (constant 2015 US$),186389009771.998
2013,Households and NPISHs Final consumption expenditure (constant 2015 US$),197234992239.818
2014,Households and NPISHs Final consumption expenditure (constant 2015 US$),208643961969.5
2015,Households and NPISHs Final consumption expenditure (constant 2015 US$),222090173334.236
2016,Households and NPISHs Final consumption expenditure (constant 2015 US$),237968751158.915
2017,Households and NPISHs Final consumption expenditure (constant 2015 US$),252145421824.445
2018,Households and NPISHs Final consumption expenditure (constant 2015 US$),266682150970.93
2019,Households and NPISHs Final consumption expenditure (constant 2015 US$),282328164876.796
2020,Households and NPISHs Final consumption expenditure (constant 2015 US$),259864641781.332
2021,Households and NPISHs Final consumption expenditure (constant 2015 US$),270808807210.11
2022,Households and NPISHs Final consumption expenditure (constant 2015 US$),293254870873.268
2023,Households and NPISHs Final consumption expenditure (constant 2015 US$),309494263402.144
2024,Households and NPISHs Final consumption expenditure (constant 2015 US$),324527488377.511
1960,Households and NPISHs Final consumption expenditure (constant LCU),1112027992100.0
1961,Households and NPISHs Final consumption expenditure (constant LCU),1166524583300.0
1962,Households and NPISHs Final consumption expenditure (constant LCU),1233016871500.0
1963,Households and NPISHs Final consumption expenditure (constant LCU),1306991505900.0
1964,Households and NPISHs Final consumption expenditure (constant LCU),1359270062100.0
1965,Households and NPISHs Final consumption expenditure (constant LCU),1425860631300.0
1966,Households and NPISHs Final consumption expenditure (constant LCU),1498564860500.0
1967,Households and NPISHs Final consumption expenditure (constant LCU),1574139917000.0
1968,Households and NPISHs Final consumption expenditure (constant LCU),1647082797000.0
1969,Households and NPISHs Final consumption expenditure (constant LCU),1712395874000.0
1970,Households and NPISHs Final consumption expenditure (constant LCU),1763172316900.0
1971,Households and NPISHs Final consumption expenditure (constant LCU),1822792873300.0
1972,Households and NPISHs Final consumption expenditure (constant LCU),1882932845800.0
1973,Households and NPISHs Final consumption expenditure (constant LCU),1991357467200.0
1974,Households and NPISHs Final consumption expenditure (constant LCU),2088670793400.0
1975,Households and NPISHs Final consumption expenditure (constant LCU),2188904081200.0
1976,Households and NPISHs Final consumption expenditure (constant LCU),2298318401100.0
